Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Senator Mitch McConnell,mitchmcconnell,123994667639233,GOVERNMENT_OFFICIAL,US,Mitch McConnell is the senior Senator of Kentucky. He also serves as the U.S. Senate Republican Leader.,2013-04-09 00:42:04 CEST,83407,139682,2021-05-06 22:06:57 CEST,2021-05-06,22:06:57,Live Video Complete,212,17,157,2,0,0,27,0,9,0,share,No,1189,3687,0,00:14:07,https://www.facebook.com/123994667639233/posts/4083694185002575,,https://www.facebook.com/wbkotv/videos/303648651358920/,,,WBKO Television,U.S. Senate Republican Leader Mitch McConnell speaks in Scottsville on issues related to Kentucky and the nation.,,,,1.06
Senator Ted Cruz,SenatorTedCruz,315496455229328,GOVERNMENT_OFFICIAL,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX). ,2014-08-18 20:43:36 CEST,1355559,1738544,2021-04-29 17:18:20 CEST,2021-04-29,17:18:20,Status,"26,701",20953,2327,2074,929,73,127,56,100,62,,-,0,0,0,N/A,https://www.facebook.com/315496455229328/posts/3860764874035784,"Corrupt individuals connected to the Chavez and Maduro regimes stole hundreds of billions of dollars from the people of Venezuela, leaving the country impoverished. The people of Venezuela deserve to get that money back. That's why this week Marco Rubio and I introduced a bill that would hold bad actors accountable and provide much-needed support to those working to restore freedom in Venezuela.",,,,,,,,,1.06
Senator Steve Daines,SteveDainesMT,185361254941832,GOVERNMENT_OFFICIAL,US,"Fifth-generation Montanan & father of four, serving the people of Montana in the U.S. Senate.
To contact me, please visit www.daines.senate.gov",2014-08-26 06:21:59 CEST,21703,34263,2021-04-09 18:57:00 CEST,2021-04-09,18:57:00,Status,"1,648",757,547,106,21,3,120,7,84,3,,-,0,0,0,N/A,https://www.facebook.com/185361254941832/posts/2374296492714953,David Chipman is a gun control activist who will weaponize the ATF in his mission to take guns from law-abiding citizens. The Senate must protect the #SecondAmendment and reject his nomination.,,,,,,,,,1.06
Senator Tommy Tuberville,SenatorTuberville,110924704157562,GOVERNMENT_OFFICIAL,US,U.S. Senator proudly representing the great state of Alabama,2021-01-08 19:26:34 CET,58750,60905,2021-04-30 13:37:59 CEST,2021-04-30,13:37:59,Link,939,382,196,60,6,9,5,48,231,2,,-,0,0,0,N/A,https://www.facebook.com/110924704157562/posts/244389690811062,"By ending President Trump’s successful immigration policies, President Biden has signaled to the world that our nation’s southern border is open. Now, we have a Biden Border Crisis on our hands that was preventable and predictable. Our Border Patrol Officers are so overwhelmed, illegal immigrants are be released without a notice to appear in court. This is unacceptable. Today, the Supreme Court agrees that illegal immigrants should receive a notice to appear in court. The Senate should take up my bill to require NTAs and better enforce our immigration laws.",https://abcnews.go.com/Politics/supreme-court-sides-undocumented-immigrant-fighting-deportation/story?id=77395615,,,Supreme Court sides with undocumented immigrant fighting deportation,The Supreme Court on Thursday sided with an undocumented Guatemalan immigrant seeking to challenge his removal from the US by immigration authorities.,,,,1.06
Senator Cory Booker,SenatorCoryBooker,297200417819561,GOVERNMENT_OFFICIAL,US,"Cory Booker was raised in Harrington Park, living his life as a proud New Jerseyan. After graduating from Northern Valley Regional High School, Booker received his undergraduate degree from Stanford University where he played on the varsity football team. While at Stanford, he also was awarded a Rhodes Scholarship and went on to study at the University of Oxford where he received an honors degree in History. Booker then completed his education at Yale Law School, receiving his J.D. in 1997.

After law school, Booker moved to Newark – where he still lives to this day – and started a nonprofit organization to provide legal services for low-income families and help tenants take on slumlords, improve living conditions, and stay in their homes.

At the age of twenty-nine, Booker was elected to the Newark City Council from the city’s Central Ward. In the seventeen years since, Booker has worked tirelessly at the local and national levels to improve the lives of New Jerseyans and Americans.

Starting in 2006, Booker proudly served as Newark’s mayor for more than seven years. During his tenure, the city entered its largest period of economic growth since the 1960s. In addition, overall crime declined and the quality of life for residents improved due to initiatives such as more affordable housing, new green spaces and parks, increased educational opportunities, and more efficient city services.

On October 16th, 2013, Booker won a special election to represent New Jersey in the United States Senate. On November 4th, 2014, Senator Booker was re-elected to a full six year term. As New Jersey’s junior Senator, Cory Booker has brought an innovative and bipartisan approach to tackling some of the most difficult problems facing New Jersey and our country.

Senator Booker has established himself as an innovative and bipartisan problem-solver committed to developing collaborative solutions that address some of our most complex challenges. Whether it’s advocating for more federal resources to modernize New Jersey’s transportation system, securing funds to continue the long recovery from Superstorm Sandy, or ensuring that our communities are safe from the effects of pollution and climate change, Booker has proven his steadfast commitment to standing up for what matters most to New Jerseyans. Booker has also emerged as a national leader in the Congressional push for common sense criminal justice reform, advocating for front-end sentencing reforms, pushing for the banning of juvenile solitary confinement in federal facilities, and spearheading legislation to make the hiring process fairer for the formerly incarcerated. Booker has also partnered with colleagues on both sides of the aisle to create a number of economic proposals, from increased small business investment to apprenticeship programs, with the hope of fostering greater economic mobility and opportunity for individual Americans.
",2019-02-04 13:52:07 CET,1106181,1099722,2021-04-16 14:55:00 CEST,2021-04-16,14:55:00,Status,"1,995",904,607,77,32,7,30,274,30,34,,-,0,0,0,N/A,https://www.facebook.com/297200417819561/posts/809061146633483,"Fourteen years since the shooting at Virginia Tech, we’ve seen too many of our schools and communities lose lives to gun violence with no action from Congress. It’s long past time Congress pass legislation to end the gun violence epidemic in this country.",,,,,,,,,1.06
Senator Tammy Baldwin,senatortammybaldwin,72834737139,GOVERNMENT_OFFICIAL,US,Proudly representing Wisconsin in the United States Senate.,2014-09-19 23:34:56 CEST,54836,123836,2021-04-21 22:36:41 CEST,2021-04-21,22:36:41,Link,"1,057",595,239,54,112,2,12,1,32,10,,-,0,0,0,N/A,https://www.facebook.com/72834737139/posts/10159280500642140,"Millions of Americans approaching retirement or forced to retire early due to layoffs or mandatory retirement face increasing health care needs and rising costs. When it comes to providing affordable health care for every American, there is more we must do right now to change the status quo, expand access and lower costs. So today I reintroduced the Medicare at 50 Act to give people between the ages of 50 and 64 years old the option of buying into Medicare. Our legislation will give people another choice for more affordable, quality health insurance coverage. People like Medicare, so let’s let more people like it.",https://www.wsaw.com/2021/04/21/sen-baldwin-supports-plan-to-allow-ages-50-64-to-buy-into-medicare/,,,Sen. Baldwin supports plan to allow ages 50-64 to ‘buy into’ Medicare,"U.S. Senators Tammy Baldwin (D-WI), Debbie Stabenow (D-MI), and Sherrod Brown (D-OH) have reintroduced the Medicare at 50 Act to give people between the ages of 50 and 64 years old the option of buying into Medicare.",,,,1.06
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24142,61581,2021-04-17 19:45:36 CEST,2021-04-17,19:45:36,Native Video,331,40,179,16,0,1,62,4,29,0,owned,Yes,1744,1781,0,00:00:10,https://www.facebook.com/351671691660938/posts/1704851243009636,Higher taxes on American businesses means less jobs for American workers. That’s exactly what would happen under President Biden’s infrastructure bill—which would kill: ❌ 1 million American jobs within the first 2️⃣ years ❌ 600K jobs annually over the next 🔟 years https://thehill.com/business-a-lobbying/547066-business-groups-study-says-corporate-tax-hike-would-cost-1m-jobs,https://www.facebook.com/senjoniernst/videos/768850637100980/,,,Biden’s “Infrastructure” Plan,,,,,1.05
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24081,61539,2021-04-13 23:22:41 CEST,2021-04-13,23:22:41,Native Video,332,117,150,3,4,0,54,1,3,0,owned,Yes,2439,2448,0,00:02:36,https://www.facebook.com/351671691660938/posts/1701881413306619,"In the last two weeks, I visited nearly 3️⃣0️⃣ counties as part of my #99CountyTour. There were two main concerns I heard from Iowans: ➡️ How is the Biden Administration going to pay for their partisan wish lists? ➡️ Why can’t Congress work together on a targeted infrastructure bill?",https://www.facebook.com/senjoniernst/videos/467315014473475/,,,"Ernst: On 99 County Tour, Iowans Said Washington Needs to Rein in Spending, Focus on Real Infrastructure Needs",,,,,1.05
Senator James Lankford,SenatorLankford,130873066975024,GOVERNMENT_OFFICIAL,US,United States Senator for the State of Oklahoma.,2013-04-09 00:42:38 CEST,72712,138154,2021-04-27 23:46:00 CEST,2021-04-27,23:46:00,Native Video,"1,238",567,459,57,9,5,80,3,58,0,owned,Yes,13038,13745,0,00:01:22,https://www.facebook.com/130873066975024/posts/4186361658092791,Continuing the wind production tax credit when wind is no longer a start-up technology just doesn’t make sense. Wind power is a multibillion-dollar industry. We should permanently phase out the wind production tax credit.,https://www.facebook.com/SenatorLankford/videos/362808561821365/,,,,,,,,1.05
Senator Bill Hagerty,SenatorBillHagerty,106204684773712,GOVERNMENT_OFFICIAL,US,Husband | Father of four | Businessman | Community Volunteer | Conservative Republican | U.S. Senator | Former U.S. Ambassador to Japan | Proud Tennessean,2021-01-25 07:52:31 CET,40307,39266,2021-04-16 02:18:03 CEST,2021-04-16,02:18:03,Native Video,127,74,16,16,0,1,11,1,8,0,owned,Yes,1468,1554,0,00:03:16,https://www.facebook.com/106204684773712/posts/145012887559558,"When it comes to climate talks with China, it’s just more diplomatic double-speak from the Biden Administration. I told #Kudlow on Fox Business that we must speak from a position of strength, and hold China accountable for their behavior.",https://www.facebook.com/SenatorBillHagerty/videos/760184868204970/,,,,,,,,1.05
Senator Ted Cruz,SenatorTedCruz,315496455229328,GOVERNMENT_OFFICIAL,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX). ,2014-08-18 20:43:36 CEST,1354894,1737648,2021-04-18 15:44:16 CEST,2021-04-18,15:44:16,Native Video,"11,047",3148,2761,2002,34,153,415,213,2311,10,owned,Yes,95225,108595,0,00:01:10,https://www.facebook.com/315496455229328/posts/3829471473831791,"If President Biden and the Democrats succeed in packing the Court, we would have a radical Left-wing Supreme Court that would take away: -Free speech -Religious liberty -Second Amendment rights",https://www.facebook.com/SenatorTedCruz/videos/985536038941905/,,,,,,,,1.05
Senator Ted Cruz,SenatorTedCruz,315496455229328,GOVERNMENT_OFFICIAL,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX). ,2014-08-18 20:43:36 CEST,1360127,1743575,2021-05-04 16:40:27 CEST,2021-05-04,16:40:27,Link,"9,865",2514,1901,1464,11,178,305,99,3385,8,,-,0,0,0,N/A,https://www.facebook.com/315496455229328/posts/3874244739354464,Biden says he wants to “revitalize” IRS enforcement. Reminds me of when the Obama-Biden administration allowed an over empowered IRS to target conservatives and limit Americans’ free speech rights. https://www.wsj.com/articles/bidens-stimulus-for-the-irs-11620081601,https://www.wsj.com/articles/bidens-stimulus-for-the-irs-11620081601,,,Opinion | Biden’s Stimulus for the IRS,More auditors and audits won’t yield much new revenue.,,,,1.05
